127.0.0.1 - - [13/Jan/2022:09:35:14 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [13/Jan/2022:15:44:45 +0900] "GET /day02/displayTest.html HTTP/1.1" 200 2980
0:0:0:0:0:0:0:1 - - [13/Jan/2022:15:46:19 +0900] "GET /day02/displayTest.html HTTP/1.1" 200 3062
0:0:0:0:0:0:0:1 - - [13/Jan/2022:15:46:20 +0900] "GET /day02/displayTest.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Jan/2022:15:46:20 +0900] "GET /day02/displayTest.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Jan/2022:15:46:20 +0900] "GET /day02/displayTest.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Jan/2022:15:46:20 +0900] "GET /day02/displayTest.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Jan/2022:15:46:37 +0900] "GET /day02/displayTest.html HTTP/1.1" 200 3006
0:0:0:0:0:0:0:1 - - [13/Jan/2022:15:48:27 +0900] "GET /day02/displayTest.html HTTP/1.1" 200 3006
0:0:0:0:0:0:0:1 - - [13/Jan/2022:15:49:27 +0900] "GET /day02/displayTest.html HTTP/1.1" 200 3015
0:0:0:0:0:0:0:1 - - [13/Jan/2022:15:51:03 +0900] "GET /day02/displayTest.html HTTP/1.1" 200 3084
0:0:0:0:0:0:0:1 - - [13/Jan/2022:15:51:29 +0900] "GET /day02/displayTest.html HTTP/1.1" 200 5712
0:0:0:0:0:0:0:1 - - [13/Jan/2022:15:52:00 +0900] "GET /day02/displayTest.html HTTP/1.1" 200 9696
0:0:0:0:0:0:0:1 - - [13/Jan/2022:15:52:18 +0900] "GET /day02/displayTest.html HTTP/1.1" 200 10098
0:0:0:0:0:0:0:1 - - [13/Jan/2022:15:53:51 +0900] "GET /day02/displayTest.html HTTP/1.1" 200 10117
